idcliente,municipio
C3464,CHAPELTIQUE
C3404,CHAPELTIQUE
C3405,CHAPELTIQUE
C3406,CHAPELTIQUE
C3407,CHAPELTIQUE
C3469,CHAPELTIQUE
C3408,SESORI
C3409,CHAPELTIQUE
C3410,CHAPELTIQUE
C3411,CHAPELTIQUE
C3412,CHAPELTIQUE
C3413,CHAPELTIQUE
P63,CHAPELTIQUE
C3414,CHAPELTIQUE
C3415,CHAPELTIQUE
C3416,CHAPELTIQUE
C3417,CHAPELTIQUE
C3418,CHAPELTIQUE
C3419,CHAPELTIQUE
C3420,CHAPELTIQUE
C3421,CHAPELTIQUE
C3422,CHAPELTIQUE
C3423,CHAPELTIQUE
C3424,CHAPELTIQUE
C3425,CHAPELTIQUE
C3426,CHAPELTIQUE
C3427,CHAPELTIQUE
C3428,CHAPELTIQUE
C3430,CHAPELTIQUE
P64,CHAPELTIQUE
C3431,CHAPELTIQUE
C3432,CHAPELTIQUE
C3433,CHAPELTIQUE
C3434,CHAPELTIQUE
C3435,CHAPELTIQUE
C3436,CHAPELTIQUE
C3437,CHAPELTIQUE
C3438,CHAPELTIQUE
C3439,CHAPELTIQUE
C3440,CHAPELTIQUE
C3441,CHAPELTIQUE
C3442,CHAPELTIQUE
C3443,CHAPELTIQUE
C3444,CHAPELTIQUE
C3445,CHAPELTIQUE
C3446,CHAPELTIQUE
C3447,CHAPELTIQUE
C3448,CIUDAD BARRIOS
C3512,CHAPELTIQUE
C3449,CHAPELTIQUE
C3450,CHAPELTIQUE
C3451,CHAPELTIQUE
C777,CHAPELTIQUE
C3453,CHAPELTIQUE
C3454,CHAPELTIQUE
C3455,CHAPELTIQUE
C3456,CIUDAD BARRIOS
C3457,CHAPELTIQUE
C3458,CHAPELTIQUE
C3459,CHAPELTIQUE
C3460,CHAPELTIQUE
C3461,CHAPELTIQUE
C3462,CHAPELTIQUE
C3463,CHAPELTIQUE
C3465,CHAPELTIQUE
P65,CHAPELTIQUE
C3530,CHAPELTIQUE
C3466,CHAPELTIQUE
P66,CHAPELTIQUE
C3467,CHAPELTIQUE
C3468,CIUDAD BARRIOS
C3470,CHAPELTIQUE
C3536,CHAPELTIQUE
C3471,CHAPELTIQUE
C3472,CHAPELTIQUE
C3473,CHAPELTIQUE
C3474,CHAPELTIQUE
C3475,CHAPELTIQUE
C3476,CHAPELTIQUE
C3477,CHAPELTIQUE
C3478,CHAPELTIQUE
P67,CHAPELTIQUE
C3479,CHAPELTIQUE
C3480,CHAPELTIQUE
C3481,CHAPELTIQUE
C3482,CHAPELTIQUE
C3483,CHAPELTIQUE
C3484,CHAPELTIQUE
C3485,CHAPELTIQUE
C3486,CHAPELTIQUE
C3487,CHAPELTIQUE
C3488,CHAPELTIQUE
C3489,CHAPELTIQUE
C3490,CHAPELTIQUE
C3491,CHAPELTIQUE
C3492,CHAPELTIQUE
C3493,CHAPELTIQUE
C3494,CHAPELTIQUE
C3495,CHAPELTIQUE
C3496,CHAPELTIQUE
C3497,CHAPELTIQUE
C3498,CHAPELTIQUE
C3499,CHAPELTIQUE
C3500,CHAPELTIQUE
C3501,CHAPELTIQUE
C3502,CHAPELTIQUE
C3503,CHAPELTIQUE
C3504,CHAPELTIQUE
C3505,CHAPELTIQUE
C3506,CHAPELTIQUE
C3507,CHAPELTIQUE
C3508,CHAPELTIQUE
C3509,CHAPELTIQUE
C3510,CHAPELTIQUE
C3511,CHAPELTIQUE
C3579,CHAPELTIQUE
C3513,CHAPELTIQUE
C3514,CHAPELTIQUE
C3515,CHAPELTIQUE
C3516,CAROLINA
C3517,CHAPELTIQUE
C3518,CHAPELTIQUE
C3519,CHAPELTIQUE
C3520,CHAPELTIQUE
C3521,CHAPELTIQUE
C3522,CHAPELTIQUE
C3523,CHAPELTIQUE
C3524,CHAPELTIQUE
C3525,CHAPELTIQUE
C3526,CHAPELTIQUE
C3527,CHAPELTIQUE
C3528,CHAPELTIQUE
P68,CHAPELTIQUE
C3529,CHAPELTIQUE
C3531,CHAPELTIQUE
C3599,CHAPELTIQUE
C3532,CHAPELTIQUE
C3533,CHAPELTIQUE
C3534,CHAPELTIQUE
C3535,CHAPELTIQUE
C3604,CHAPELTIQUE
C3537,CHAPELTIQUE
C3538,CHAPELTIQUE
C3539,CHAPELTIQUE
C3540,CHAPELTIQUE
C3541,CHAPELTIQUE
C3542,CHAPELTIQUE
C3543,CHAPELTIQUE
MEIBY PARA,503013013
C3545,CHAPELTIQUE
C3546,CHAPELTIQUE
C3547,CHAPELTIQUE
C3548,CHAPELTIQUE
C3549,CHAPELTIQUE
C3550,CHAPELTIQUE
C3551,CHAPELTIQUE
C3552,CHAPELTIQUE
C3553,CHAPELTIQUE
C3554,CHAPELTIQUE
C3555,CHAPELTIQUE
C3556,CHAPELTIQUE
C3557,CAROLINA
C3558,CHAPELTIQUE
C3559,CHAPELTIQUE
C3560,CHAPELTIQUE
C3561,CHAPELTIQUE
C3562,CHAPELTIQUE
C3563,CHAPELTIQUE
C3564,CHAPELTIQUE
C3565,CHAPELTIQUE
C3566,CHAPELTIQUE
C3567,CHAPELTIQUE
C3568,CHAPELTIQUE
C3569,CHAPELTIQUE
C3570,CHAPELTIQUE
C3571,CHAPELTIQUE
C3572,CHAPELTIQUE
C3573,CHAPELTIQUE
C3574,CHAPELTIQUE
C3575,CHAPELTIQUE
